index,value
763,0
764,0.0107422
765,0
766,0
767,0
768,0
769,0
770,0.38208
771,0.205811
772,0.170898
773,0.261719
774,0.42334
775,0.171143
776,0.202148
777,0.399414
778,0.253906
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0.523438
797,0.60498
798,0
799,0
800,0
801,0.00317383
802,0
803,0
804,0
805,0
806,0.21875
807,0.759277
808,0.730469
809,0.766846
810,0.595459
811,0
812,0
813,0
814,0
815,0
816,0.0893555
817,0.778076
818,0.795166
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0.4729
830,0.474121
831,0.12085
832,0
833,0
834,0
835,0.0766602
836,0.254639
837,0.552246
838,0.481689
839,0.518799
840,0.393555
841,0.0593262
842,0.131104
843,0.21167
844,0
845,0
846,0
847,0
848,0
849,0
850,0.000488281
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0.0717773
864,0.184326
865,0.0256348
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0.306641
877,0.752197
878,0
879,0
880,0.000976562
881,0.0109863
882,0.278076
883,0.628418
884,0.318115
885,0.459229
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0.161133
907,0.101807
908,0.158691
909,0.191162
910,0.196777
911,0.19043
912,0.0793457
913,0
914,0
915,0
916,0.325928
917,0.248535
918,0.0671387
919,0.189209
920,0.112793
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0.081543
933,0.377441
934,0.303467
935,0.17041
936,0.283203
937,0.273438
938,0.0925293
939,0.143066
940,0.147217
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0.452881
952,0.17334
953,0.450928
954,0.535156
955,0.0805664
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0.135498
971,0.211914
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0.0214844
1002,0.171631
1003,0.470215
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0.14502
1037,0.472656
1038,0.34082
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0.0217285
1047,0.26123
1048,0.105713
1049,0
1050,0.143311
1051,0.499023
1052,0.504639
1053,0
1054,0
1055,0.000976562
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0.00219727
1067,0.262695
1068,0.169189
